7.468343973159790039e-01,1.261335760354995728e-01,3.734169006347656250e+01,3.391935586929321289e+00,7.612748146057128906e-01,6.955850869417190552e-02,8.272744417190551758e-01,7.438968867063522339e-02
8.734660148620605469e-01,1.269482523202896118e-01,4.367327880859375000e+01,1.235024094581604004e+00,8.913623094558715820e-01,2.488405443727970123e-02,9.387214183807373047e-01,4.043552279472351074e-02
7.219369411468505859e-01,1.034645289182662964e-01,3.609680557250976562e+01,5.710088014602661133e-01,7.360800504684448242e-01,1.172952912747859955e-02,8.043800592422485352e-01,5.104503035545349121e-02
8.464117646217346191e-01,1.236984208226203918e-01,4.232059478759765625e+01,1.516003608703613281e+00,8.638740181922912598e-01,3.139072656631469727e-02,8.978720903396606445e-01,3.617117553949356079e-02
7.394267320632934570e-01,1.193203926086425781e-01,3.697130584716796875e+01,2.713728666305541992e+00,7.532795071601867676e-01,5.624980106949806213e-02,8.539515733718872070e-01,8.030646294355392456e-02
8.552076816558837891e-01,1.507568955421447754e-01,4.276041030883789062e+01,4.385295391082763672e+00,8.728291988372802734e-01,8.974003791809082031e-02,9.237478971481323242e-01,7.472626864910125732e-02
8.336778283119201660e-01,1.235210523009300232e-01,4.168389892578125000e+01,1.798049688339233398e+00,8.500677347183227539e-01,3.773214295506477356e-02,9.022681713104248047e-01,3.621336817741394043e-02
9.344085454940795898e-01,1.366834789514541626e-01,4.672042465209960938e+01,1.611274600028991699e+00,9.544076919555664062e-01,3.255855664610862732e-02,9.654885530471801758e-01,2.289824001491069794e-02
9.229720234870910645e-01,1.363257467746734619e-01,4.614859771728515625e+01,1.738118052482604980e+00,9.435696005821228027e-01,3.507079929113388062e-02,9.497318267822265625e-01,3.248509764671325684e-02
9.514487981796264648e-01,1.355113089084625244e-01,4.757242584228515625e+01,7.812435030937194824e-01,9.715772867202758789e-01,1.570331305265426636e-02,9.751267433166503906e-01,1.516512036323547363e-02
