9.903188347816467285e-01,8.092620968818664551e-02,4.951593780517578125e+01,3.610041141510009766e-01,9.992962479591369629e-01,5.689907120540738106e-04,9.996441602706909180e-01,2.196334389736875892e-04
9.906957149505615234e-01,8.096633106470108032e-02,4.953478622436523438e+01,3.600724041461944580e-01,9.996814131736755371e-01,1.487718982389196754e-04,9.998245835304260254e-01,7.239406841108575463e-05
9.906785488128662109e-01,8.096426725387573242e-02,4.953389739990234375e+01,3.600029349327087402e-01,9.996721148490905762e-01,2.332970325369387865e-05,9.996750354766845703e-01,2.393141039647161961e-05
9.908660054206848145e-01,8.098541200160980225e-02,4.954341888427734375e+01,3.600001633167266846e-01,9.998640418052673340e-01,3.445219590503256768e-06,9.998646974563598633e-01,2.656763172126375139e-06
9.907811880111694336e-01,8.097580075263977051e-02,4.953909683227539062e+01,3.599989414215087891e-01,9.997771382331848145e-01,7.367900707322405651e-06,9.997793436050415039e-01,7.386987363133812323e-06
9.904762506484985352e-01,8.094163239002227783e-02,4.952375030517578125e+01,3.599987030029296875e-01,9.994648098945617676e-01,1.894937895485782064e-06,9.994660019874572754e-01,3.545763547663227655e-06
9.908444881439208984e-01,8.098264783620834351e-02,4.954226684570312500e+01,3.600004315376281738e-01,9.998427629470825195e-01,2.530829760871711187e-06,9.998428821563720703e-01,2.270071490784175694e-06
9.909028410911560059e-01,8.098916709423065186e-02,4.954513168334960938e+01,3.599988818168640137e-01,9.999017119407653809e-01,2.245149153168313205e-05,9.999021291732788086e-01,2.212055187555961311e-05
9.908854961395263672e-01,8.098726719617843628e-02,4.954426574707031250e+01,3.599990010261535645e-01,9.998827576637268066e-01,7.825716238585300744e-06,9.998881816864013672e-01,6.980309080972801894e-06
9.909300804138183594e-01,8.099223673343658447e-02,4.954649353027343750e+01,3.600182831287384033e-01,9.999262690544128418e-01,7.758520951028913260e-05,9.999723434448242188e-01,2.912669879151508212e-05
