9.957411289215087891e-01,3.477222472429275513e-02,4.978705596923828125e+01,1.613245606422424316e-01,9.995349645614624023e-01,5.846012500114738941e-04,9.996954798698425293e-01,4.753776302095502615e-04
9.943774342536926270e-01,3.471413254737854004e-02,4.971887588500976562e+01,2.023923993110656738e-01,9.981666803359985352e-01,2.515897387638688087e-03,9.986261725425720215e-01,2.164036268368363380e-03
9.957665801048278809e-01,3.477129340171813965e-02,4.978832244873046875e+01,1.593100428581237793e-01,9.995596408843994141e-01,2.882497501559555531e-04,9.996974468231201172e-01,2.803060342557728291e-04
9.956889152526855469e-01,3.476927429437637329e-02,4.978445434570312500e+01,1.629613637924194336e-01,9.994909763336181641e-01,6.901249289512634277e-04,9.996441006660461426e-01,5.614732508547604084e-04
9.958665370941162109e-01,3.478370234370231628e-02,4.979333114624023438e+01,1.603006720542907715e-01,9.996684789657592773e-01,4.056750040035694838e-04,9.997692108154296875e-01,3.328516613692045212e-04
9.951255917549133301e-01,3.470410034060478210e-02,4.975629425048828125e+01,1.606362164020538330e-01,9.989054799079895020e-01,5.173383397050201893e-04,9.990994930267333984e-01,5.756760365329682827e-04
9.958969354629516602e-01,3.478772565722465515e-02,4.979484176635742188e+01,1.607279181480407715e-01,9.996988773345947266e-01,4.698188567999750376e-04,9.997990727424621582e-01,3.906165657099336386e-04
9.946427941322326660e-01,3.468531370162963867e-02,4.973211288452148438e+01,1.775448173284530640e-01,9.984109401702880859e-01,1.636218745261430740e-03,9.987044334411621094e-01,1.469476730562746525e-03
9.960952997207641602e-01,3.480625897645950317e-02,4.980474853515625000e+01,1.590852886438369751e-01,9.998999238014221191e-01,1.149095405708067119e-04,9.999340772628784180e-01,9.265640983358025551e-05
9.959406852722167969e-01,3.479400649666786194e-02,4.979702758789062500e+01,1.615154743194580078e-01,9.997467398643493652e-01,5.428383010439574718e-04,9.998370409011840820e-01,4.029952106066048145e-04
