9.984857439994812012e-01,9.920800924301147461e-01
9.982119202613830566e-01,9.918129444122314453e-01
9.985325336456298828e-01,9.921265244483947754e-01
9.989897608757019043e-01,9.925741553306579590e-01
9.995378255844116211e-01,9.931105971336364746e-01
9.996431469917297363e-01,9.932127594947814941e-01
9.996527433395385742e-01,9.932222962379455566e-01
9.994112849235534668e-01,9.929881095886230469e-01
9.993516206741333008e-01,9.929281473159790039e-01
9.992141723632812500e-01,9.927923083305358887e-01
9.985938072204589844e-01,9.921858906745910645e-01
9.989235401153564453e-01,9.925090074539184570e-01
9.990661144256591797e-01,9.926486015319824219e-01
9.991455078125000000e-01,9.927253127098083496e-01
9.990397095680236816e-01,9.926217794418334961e-01
9.994945526123046875e-01,9.930676221847534180e-01
9.995927810668945312e-01,9.931638240814208984e-01
9.996546506881713867e-01,9.932243824005126953e-01
9.995299577713012695e-01,9.931027889251708984e-01
9.996480941772460938e-01,9.932184815406799316e-01
9.993356466293334961e-01,9.929136037826538086e-01
9.995046854019165039e-01,9.930784702301025391e-01
9.995259046554565430e-01,9.930976629257202148e-01
9.994136095046997070e-01,9.929867386817932129e-01
9.994798302650451660e-01,9.930520057678222656e-01
9.995561242103576660e-01,9.931272864341735840e-01
9.994760155677795410e-01,9.930496215820312500e-01
9.993737936019897461e-01,9.929495453834533691e-01
9.992092251777648926e-01,9.927875995635986328e-01
9.992192387580871582e-01,9.927969574928283691e-01
9.993867278099060059e-01,9.929612874984741211e-01
9.994040727615356445e-01,9.929798245429992676e-01
9.995588064193725586e-01,9.931318759918212891e-01
9.997044801712036133e-01,9.932725429534912109e-01
9.997180700302124023e-01,9.932855963706970215e-01
9.996385574340820312e-01,9.932076334953308105e-01
9.992563128471374512e-01,9.928341507911682129e-01
9.995182156562805176e-01,9.930908083915710449e-01
9.993463754653930664e-01,9.929246306419372559e-01
9.988491535186767578e-01,9.924398660659790039e-01
9.991071820259094238e-01,9.926920533180236816e-01
9.995111227035522461e-01,9.930853843688964844e-01
9.996043443679809570e-01,9.931753277778625488e-01
9.991854429244995117e-01,9.927666187286376953e-01
9.987864494323730469e-01,9.923769235610961914e-01
9.992208480834960938e-01,9.928014874458312988e-01
9.995208978652954102e-01,9.930948615074157715e-01
9.995235204696655273e-01,9.930973649024963379e-01
9.994568824768066406e-01,9.930331707000732422e-01
9.994273185729980469e-01,9.930036664009094238e-01
9.992495775222778320e-01,9.928285479545593262e-01
9.993180036544799805e-01,9.928948879241943359e-01
9.992277026176452637e-01,9.928050041198730469e-01
9.992389678955078125e-01,9.928151965141296387e-01
9.992792010307312012e-01,9.928544759750366211e-01
9.994575977325439453e-01,9.930303692817687988e-01
9.995182752609252930e-01,9.930903911590576172e-01
9.995672702789306641e-01,9.931384325027465820e-01
9.995706081390380859e-01,9.931411743164062500e-01
9.994910955429077148e-01,9.930639863014221191e-01
9.994269609451293945e-01,9.930008649826049805e-01
9.995743036270141602e-01,9.931451678276062012e-01
9.996089339256286621e-01,9.931790232658386230e-01
9.996147155761718750e-01,9.931846857070922852e-01
9.993450045585632324e-01,9.929206371307373047e-01
9.993802309036254883e-01,9.929556250572204590e-01
9.996215105056762695e-01,9.931916594505310059e-01
9.995899200439453125e-01,9.931613206863403320e-01
9.993598461151123047e-01,9.929367899894714355e-01
9.987862110137939453e-01,9.923766851425170898e-01
9.989439249038696289e-01,9.925311207771301270e-01
9.990848898887634277e-01,9.926693439483642578e-01
9.989951848983764648e-01,9.925823807716369629e-01
9.988383054733276367e-01,9.924293756484985352e-01
9.992061853408813477e-01,9.927877187728881836e-01
9.985387921333312988e-01,9.921326637268066406e-01
9.988265037536621094e-01,9.924138784408569336e-01
9.993958473205566406e-01,9.929704070091247559e-01
9.997074604034423828e-01,9.932762384414672852e-01
9.997276067733764648e-01,9.932959079742431641e-01
9.991661906242370605e-01,9.927487373352050781e-01
9.981834292411804199e-01,9.917886257171630859e-01
9.972208738327026367e-01,9.908480048179626465e-01
9.965711832046508789e-01,9.902134537696838379e-01
9.954707622528076172e-01,9.891396164894104004e-01
9.950378537178039551e-01,9.887174963951110840e-01
9.969548583030700684e-01,9.905908107757568359e-01
9.983240962028503418e-01,9.919273257255554199e-01
9.991223216056823730e-01,9.927064776420593262e-01
9.992414712905883789e-01,9.928227066993713379e-01
9.992634057998657227e-01,9.928442239761352539e-01
9.994062185287475586e-01,9.929835796356201172e-01
9.995646476745605469e-01,9.931381344795227051e-01
9.994240403175354004e-01,9.930003285408020020e-01
9.992536306381225586e-01,9.928343296051025391e-01
9.995317459106445312e-01,9.931056499481201172e-01
9.996747970581054688e-01,9.932448863983154297e-01
9.997034668922424316e-01,9.932731389999389648e-01
9.997397065162658691e-01,9.933084249496459961e-01
9.997293949127197266e-01,9.932984709739685059e-01
9.995878934860229492e-01,9.931611418724060059e-01
9.993769526481628418e-01,9.929558038711547852e-01
9.991015195846557617e-01,9.926866292953491211e-01
9.990816712379455566e-01,9.926672577857971191e-01
9.994412660598754883e-01,9.930177927017211914e-01
9.997549653053283691e-01,9.933242797851562500e-01
9.998215436935424805e-01,9.933885931968688965e-01
9.997894763946533203e-01,9.933569431304931641e-01
9.997804164886474609e-01,9.933482408523559570e-01
9.997764825820922852e-01,9.933449029922485352e-01
9.998177289962768555e-01,9.933850169181823730e-01
9.998213648796081543e-01,9.933884143829345703e-01
9.998855590820312500e-01,9.934512972831726074e-01
9.998841881752014160e-01,9.934501647949218750e-01
9.998658895492553711e-01,9.934322834014892578e-01
9.998676776885986328e-01,9.934341311454772949e-01
9.998740553855895996e-01,9.934402704238891602e-01
9.999085664749145508e-01,9.934738278388977051e-01
9.998856782913208008e-01,9.934506416320800781e-01
9.998270273208618164e-01,9.933927059173583984e-01
9.998082518577575684e-01,9.933743476867675781e-01
9.996656179428100586e-01,9.932343959808349609e-01
9.997671842575073242e-01,9.933339953422546387e-01
9.998707771301269531e-01,9.934356808662414551e-01
9.999361038208007812e-01,9.935000538825988770e-01
9.999469518661499023e-01,9.935108423233032227e-01
9.999715685844421387e-01,9.935354590415954590e-01
9.999643564224243164e-01,9.935283064842224121e-01
9.999541044235229492e-01,9.935182929039001465e-01
9.999247193336486816e-01,9.934891462326049805e-01
9.998858571052551270e-01,9.934510588645935059e-01
9.998975396156311035e-01,9.934628009796142578e-01
9.998537898063659668e-01,9.934194684028625488e-01
9.997868537902832031e-01,9.933539628982543945e-01
9.996029138565063477e-01,9.931735396385192871e-01
9.995659589767456055e-01,9.931375384330749512e-01
9.997078180313110352e-01,9.932765960693359375e-01
9.997786283493041992e-01,9.933459758758544922e-01
9.998335838317871094e-01,9.933996796607971191e-01
9.998559951782226562e-01,9.934215545654296875e-01
9.997099041938781738e-01,9.932785630226135254e-01
9.994283914566040039e-01,9.930022954940795898e-01
9.993894100189208984e-01,9.929641485214233398e-01
9.994820356369018555e-01,9.930551052093505859e-01
9.998463392257690430e-01,9.934120774269104004e-01
9.998939037322998047e-01,9.934588074684143066e-01
9.997627139091491699e-01,9.933297634124755859e-01
9.996288418769836426e-01,9.931985735893249512e-01
9.994619488716125488e-01,9.930343627929687500e-01
9.992672204971313477e-01,9.928436875343322754e-01
9.990434646606445312e-01,9.926245212554931641e-01
9.991412162780761719e-01,9.927201867103576660e-01
9.992113709449768066e-01,9.927891492843627930e-01
9.994715452194213867e-01,9.930446743965148926e-01
9.996594190597534180e-01,9.932288527488708496e-01
9.996619224548339844e-01,9.932311773300170898e-01
9.997412562370300293e-01,9.933091998100280762e-01
9.997763037681579590e-01,9.933433532714843750e-01
9.997919201850891113e-01,9.933587908744812012e-01
9.999160170555114746e-01,9.934806227684020996e-01
9.999216198921203613e-01,9.934860467910766602e-01
9.999436736106872559e-01,9.935079813003540039e-01
9.999405145645141602e-01,9.935051202774047852e-01
9.999479055404663086e-01,9.935122132301330566e-01
9.999490976333618164e-01,9.935136437416076660e-01
9.999306201934814453e-01,9.934950470924377441e-01
9.999613761901855469e-01,9.935253858566284180e-01
9.999296069145202637e-01,9.934940934181213379e-01
9.999585747718811035e-01,9.935223460197448730e-01
9.998515844345092773e-01,9.934176802635192871e-01
9.997713565826416016e-01,9.933392405509948730e-01
9.998586177825927734e-01,9.934243559837341309e-01
9.998838901519775391e-01,9.934492707252502441e-01
9.998653531074523926e-01,9.934306144714355469e-01
9.998198747634887695e-01,9.933860898017883301e-01
9.997713565826416016e-01,9.933383464813232422e-01
9.997357726097106934e-01,9.933031201362609863e-01
9.996500611305236816e-01,9.932184815406799316e-01
9.995120167732238770e-01,9.930827617645263672e-01
9.996327757835388184e-01,9.932013750076293945e-01
9.997742772102355957e-01,9.933405518531799316e-01
9.998291134834289551e-01,9.933949112892150879e-01
9.998538494110107422e-01,9.934192895889282227e-01
9.998859167098999023e-01,9.934509396553039551e-01
9.998735189437866211e-01,9.934387803077697754e-01
9.998721480369567871e-01,9.934373497962951660e-01
9.998731613159179688e-01,9.934384226799011230e-01
9.998676180839538574e-01,9.934327602386474609e-01
9.998617172241210938e-01,9.934267997741699219e-01
9.999005794525146484e-01,9.934653639793395996e-01
9.999109506607055664e-01,9.934757947921752930e-01
9.998505115509033203e-01,9.934167265892028809e-01
9.998221397399902344e-01,9.933893084526062012e-01
9.997152090072631836e-01,9.932848215103149414e-01
9.996246099472045898e-01,9.931959509849548340e-01
9.997223615646362305e-01,9.932917952537536621e-01
9.997149705886840820e-01,9.932842850685119629e-01
9.995724558830261230e-01,9.931452870368957520e-01
9.994319677352905273e-01,9.930078387260437012e-01
9.995183944702148438e-01,9.930925965309143066e-01
9.994806051254272461e-01,9.930555820465087891e-01
9.994856119155883789e-01,9.930605888366699219e-01
9.995509386062622070e-01,9.931245446205139160e-01
9.996753931045532227e-01,9.932461380958557129e-01
9.997214078903198242e-01,9.932910203933715820e-01
9.997217655181884766e-01,9.932911396026611328e-01
9.996618628501892090e-01,9.932329058647155762e-01
9.995545744895935059e-01,9.931275844573974609e-01
9.997484087944030762e-01,9.933171868324279785e-01
9.997476935386657715e-01,9.933163523674011230e-01
9.996408224105834961e-01,9.932119846343994141e-01
9.997750520706176758e-01,9.933431744575500488e-01
9.998770952224731445e-01,9.934427738189697266e-01
9.998660087585449219e-01,9.934319853782653809e-01
9.998449683189392090e-01,9.934117197990417480e-01
9.998849630355834961e-01,9.934506416320800781e-01
9.999283552169799805e-01,9.934929609298706055e-01
9.999209642410278320e-01,9.934858679771423340e-01
9.999114274978637695e-01,9.934763908386230469e-01
9.999040961265563965e-01,9.934694170951843262e-01
9.998904466629028320e-01,9.934558272361755371e-01
9.998749494552612305e-01,9.934406280517578125e-01
9.998544454574584961e-01,9.934205412864685059e-01
9.999023675918579102e-01,9.934676289558410645e-01
9.999237656593322754e-01,9.934884905815124512e-01
9.999030828475952148e-01,9.934680461883544922e-01
9.998789429664611816e-01,9.934445023536682129e-01
9.998733401298522949e-01,9.934388995170593262e-01
9.998536109924316406e-01,9.934198260307312012e-01
