9.887251257896423340e-01,6.922647356986999512e-02,4.943619155883789062e+01,2.089667618274688721e-01,9.976999759674072266e-01,2.795248001348227262e-04,9.978599548339843750e-01,3.844622697215527296e-04
9.899877309799194336e-01,6.939177215099334717e-02,4.949942779541015625e+01,2.103127837181091309e-01,9.989771246910095215e-01,6.084254710003733635e-04,9.991707801818847656e-01,5.679709720425307751e-04
9.909055829048156738e-01,6.950754672288894653e-02,4.954523849487304688e+01,2.081381380558013916e-01,9.999123811721801758e-01,4.449477637535892427e-05,9.999179840087890625e-01,4.208320024190470576e-05
9.904211163520812988e-01,6.944827735424041748e-02,4.952107620239257812e+01,2.104457020759582520e-01,9.994410276412963867e-01,5.583227612078189850e-04,9.996201395988464355e-01,3.915793786291033030e-04
9.903116822242736816e-01,6.943192332983016968e-02,4.951563644409179688e+01,2.088731676340103149e-01,9.993062019348144531e-01,3.652385494206100702e-04,9.994729757308959961e-01,2.763967786449939013e-04
9.904596805572509766e-01,6.945108622312545776e-02,4.952297973632812500e+01,2.090275585651397705e-01,9.994535446166992188e-01,4.154534835834056139e-04,9.996578693389892578e-01,3.032566746696829796e-04
9.907867312431335449e-01,6.949231028556823730e-02,4.953932189941406250e+01,2.082143127918243408e-01,9.997943043708801270e-01,5.993298327666707337e-05,9.998099803924560547e-01,5.903977944399230182e-05
9.902205467224121094e-01,6.941922008991241455e-02,4.951105117797851562e+01,2.082752734422683716e-01,9.992167949676513672e-01,1.245188323082402349e-04,9.992965459823608398e-01,1.739308208925649524e-04
9.906697273254394531e-01,6.947726011276245117e-02,4.953350067138671875e+01,2.081759274005889893e-01,9.996739029884338379e-01,1.110885787056759000e-04,9.997138381004333496e-01,1.069577265297994018e-04
9.904091358184814453e-01,6.944659352302551270e-02,4.952040100097656250e+01,2.105161696672439575e-01,9.994091391563415527e-01,6.366200395859777927e-04,9.996664524078369141e-01,4.275764804333448410e-04
